Route Name,PassBy Station,Departure Station,Arrival Station,First Entry,Last Entry
4076,大庆,嫩江,哈尔滨东,39912,39939
6213,大庆,哈尔滨东,大庆西,39940,39952
6214,大庆,大庆西,滨江,39953,39965
6601/6604,大庆,哈尔滨,立志,39966,39989
6603/6602,大庆,立志,哈尔滨东,39990,40014
K7016,大庆,齐齐哈尔,哈尔滨,40023,40035
K7041,大庆,哈尔滨东,漠河,39750,39775
K7042,大庆,漠河,哈尔滨,39776,39790
K7050,大庆,加格达奇,哈尔滨东,40036,40055
K7058/K7060,大庆,满洲里,哈尔滨东,40056,40075
K7062/K7063,大庆,齐齐哈尔,佳木斯,40098,40122
K7064/K7061,大庆,佳木斯,齐齐哈尔,40123,40150
K7091,大庆,哈尔滨东,满洲里,41900,41910
K7092,大庆,满洲里,哈尔滨,41911,41917
K7098/K7095/K7094,大庆,海拉尔,哈尔滨,40188,40227
K7106/K7107,大庆,牡丹江,加格达奇,41918,41931
K7108/K7105,大庆,加格达奇,牡丹江,41932,41944
K7124/K7125,大庆,齐齐哈尔,伊春,40228,40250
K7154/K7155,大庆,齐齐哈尔,密山,40270,40291
K7223,大庆,哈尔滨,齐齐哈尔,40331,40336
K7224,大庆,齐齐哈尔,哈尔滨,40337,40342
K7285,大庆,哈尔滨东,齐齐哈尔,40343,40348
K7286,大庆,齐齐哈尔,哈尔滨东,40349,40359
T40,大庆,齐齐哈尔,北京,13489,13500
T5002,大庆,齐齐哈尔,哈尔滨,41945,41947
T5003,大庆,哈尔滨,齐齐哈尔,41948,41950
T5004,大庆,齐齐哈尔,哈尔滨,41951,41953
T5006,大庆,齐齐哈尔,哈尔滨,41954,41956
T5007,大庆,哈尔滨,齐齐哈尔,41957,41959
T5008,大庆,齐齐哈尔,哈尔滨,41960,41962
T5204,大庆,齐齐哈尔,哈尔滨东,41963,41965
1342/1343,大庆西,杭州,齐齐哈尔,592,639
1344/1341,大庆西,齐齐哈尔,杭州,640,686
1801,大庆西,北京北,齐齐哈尔,13683,13708
1802,大庆西,齐齐哈尔,北京北,13709,13738
2155/2158,大庆西,哈尔滨,乌兰浩特,39791,39807
2156/2157,大庆西,乌兰浩特,哈尔滨,41966,41973
2209,大庆西,大连,齐齐哈尔,41974,41999
2210,大庆西,齐齐哈尔,大连,42000,42025
2219,大庆西,大连,齐齐哈尔,42026,42045
2220,大庆西,齐齐哈尔,大连,42046,42071
2623/2625,大庆西,大连,满洲里,39808,39843
2626/2624,大庆西,满洲里,大连,39844,39880
2667,大庆西,沈阳,漠河,39564,39612
2668,大庆西,漠河,沈阳,39613,39661
4075,大庆西,哈尔滨东,嫩江,39881,39911
6213,大庆西,哈尔滨东,大庆西,39940,39952
6214,大庆西,大庆西,滨江,39953,39965
6601/6604,大庆西,哈尔滨,立志,39966,39989
6603/6602,大庆西,立志,哈尔滨东,39990,40014
K546/K547,大庆西,成都,齐齐哈尔,36740,36777
K548/K545,大庆西,齐齐哈尔,成都,36778,36814
K7015,大庆西,哈尔滨,齐齐哈尔,40015,40022
K7016,大庆西,齐齐哈尔,哈尔滨,40023,40035
K7049,大庆西,哈尔滨东,加格达奇,42072,42086
K7058/K7060,大庆西,满洲里,哈尔滨东,40056,40075
K7059/K7057,大庆西,哈尔滨东,满洲里,40076,40097
K7093/K7096/K7097,大庆西,哈尔滨,海拉尔,40151,40187
K7126/K7123,大庆西,伊春,齐齐哈尔,40251,40269
K7156/K7153,大庆西,密山,齐齐哈尔,41789,41804
K7175,大庆西,哈尔滨,扎兰屯,40292,40300
K7176,大庆西,扎兰屯,哈尔滨东,40301,40312
K7191,大庆西,哈尔滨东,海拉尔,40313,40330
K7192,大庆西,海拉尔,哈尔滨东,40519,40536
K7286,大庆西,齐齐哈尔,哈尔滨东,40349,40359
T129,大庆西,大连,大庆西,42087,42094
T130,大庆西,大庆西,大连,42095,42102
T309,大庆西,沈阳,齐齐哈尔,40360,40375
T310,大庆西,齐齐哈尔,沈阳,42103,42116
T311,大庆西,沈阳北,齐齐哈尔,42117,42121
T312,大庆西,齐齐哈尔,沈阳北,42122,42131
T39,大庆西,北京,齐齐哈尔,13474,13483
T47,大庆西,北京,齐齐哈尔,13501,13506
T48,大庆西,齐齐哈尔,北京,13507,13511
T5001,大庆西,哈尔滨东,齐齐哈尔,42132,42135
T5005,大庆西,哈尔滨,齐齐哈尔,42136,42138
T5201,大庆西,哈尔滨东,齐齐哈尔,42139,42141
T5202,大庆西,齐齐哈尔,哈尔滨,42142,42144
T5203,大庆西,哈尔滨,齐齐哈尔,42145,42147
2667,大乌苏,沈阳,漠河,39564,39612
2668,大乌苏,漠河,沈阳,39613,39661
6245,大乌苏,齐齐哈尔,古莲,39662,39724
6246,大乌苏,古莲,加格达奇,39725,39749
6959,大乌苏,加格达奇,塔河,41709,41725
6960,大乌苏,塔河,加格达奇,41726,41742
K7042,大乌苏,漠河,哈尔滨,39776,39790
4174,大西,佳木斯,牡丹江,41263,41284
6282/6283,大西,佳木斯,七台河,40786,40797
6284/6281,大西,七台河,佳木斯,40798,40810
K7265,大西,牡丹江,佳木斯,41749,41760
6251,滴道,牡丹江,鸡西,41285,41301
6252,滴道,鸡西,牡丹江,41302,41318
4031,东边井,哈尔滨东,黑河,40811,40833
4032,东边井,黑河,哈尔滨东,40834,40859
6209,东边井,哈尔滨,北安,40860,40882
6210,东边井,北安,哈尔滨东,40883,40901
K7110/K7111,东边井,北安,牡丹江,39481,39509
K7112/K7109,东边井,牡丹江,北安,39510,39539
K7209,东边井,哈尔滨东,北安,41004,41020
L7209,东边井,哈尔滨东,北安,41539,41551
L7210,东边井,北安,哈尔滨东,41025,41040
K7065,东二道河,哈尔滨东,抚远,41862,41884
K7066,东二道河,抚远,哈尔滨东,42148,42171
K7077,东方红,牡丹江,东方红,41776,41788
K7078,东方红,东方红,牡丹江,41319,41331
K7081,东方红,哈尔滨,东方红,39453,39465
K7082,东方红,东方红,哈尔滨,39466,39480
6223,东海,牡丹江,虎林,41116,41141
K7027,东海,哈尔滨东,密山,41167,41179
K7154/K7155,东海,齐齐哈尔,密山,40270,40291
K7156/K7153,东海,密山,齐齐哈尔,41789,41804
6257,东佳木斯,佳木斯,双鸭山,41590,41598
6229,东津,哈尔滨东,乌伊岭,40902,40941
6230,东津,乌伊岭,哈尔滨东,40942,40979
2167,东京城,长春,牡丹江,42172,42190
2168,东京城,牡丹江,长春,42191,42210
6007,东京城,鹿道,牡丹江,42211,42221
6008,东京城,牡丹江,鹿道,42222,42232
6241,东京城,东京城,牡丹江,42233,42240
6242,东京城,牡丹江,东京城,42241,42248
6243,东京城,东京城,牡丹江,42249,42255
6244,东京城,牡丹江,东京城,42256,42262
2167,斗沟子,长春,牡丹江,42172,42190
2168,斗沟子,牡丹江,长春,42191,42210
6007,斗沟子,鹿道,牡丹江,42211,42221
6008,斗沟子,牡丹江,鹿道,42222,42232
4075,对青山,哈尔滨东,嫩江,39881,39911
4076,对青山,嫩江,哈尔滨东,39912,39939
6213,对青山,哈尔滨东,大庆西,39940,39952
6214,对青山,大庆西,滨江,39953,39965
6601/6604,对青山,哈尔滨,立志,39966,39989
6603/6602,对青山,立志,哈尔滨东,39990,40014
K7016,对青山,齐齐哈尔,哈尔滨,40023,40035
K7098/K7095/K7094,对青山,海拉尔,哈尔滨,40188,40227
K7176,对青山,扎兰屯,哈尔滨东,40301,40312
K7285,对青山,哈尔滨东,齐齐哈尔,40343,40348
6021,杜家,吉林,哈尔滨,40567,40587
6022,杜家,哈尔滨,吉林,40588,40609
6601/6604,独立屯,哈尔滨,立志,39966,39989
6603/6602,独立屯,立志,哈尔滨东,39990,40014
2061,二道湾,大连,加格达奇,42263,42301
4075,二道湾,哈尔滨东,嫩江,39881,39911
6245,二道湾,齐齐哈尔,古莲,39662,39724
6958,二道湾,碧水,齐齐哈尔,41669,41708
4031,二井,哈尔滨东,黑河,40811,40833
4032,二井,黑河,哈尔滨东,40834,40859
4084,二井,黑河,齐齐哈尔,41461,41485
K7035,二井,哈尔滨东,黑河,41496,41506
6327/6329,二龙,叶柏寿,通辽,42302,42349
6328,二龙,赤峰,叶柏寿,42350,42363
K7383,二龙,山海关,赤峰,39157,39178
K7384,二龙,赤峰,山海关,39179,39200
4031,二龙山屯,哈尔滨东,黑河,40811,40833
4032,二龙山屯,黑河,哈尔滨东,40834,40859
4084,二龙山屯,黑河,齐齐哈尔,41461,41485
4135,丰乐镇,佳木斯,前进镇,41559,41575
4136,丰乐镇,前进镇,佳木斯,41576,41589
4170/4172,丰乐镇,双鸭山,牡丹江,41230,41251
4171/4169,丰乐镇,牡丹江,双鸭山,40748,40779
6257,丰乐镇,佳木斯,双鸭山,41590,41598
K7087,丰乐镇,佳木斯,双鸭山,41606,41613
K7088,丰乐镇,双鸭山,佳木斯,42364,42368
4075,冯屯,哈尔滨东,嫩江,39881,39911
4076,冯屯,嫩江,哈尔滨东,39912,39939
4083,冯屯,齐齐哈尔,黑河,41442,41460
4084,冯屯,黑河,齐齐哈尔,41461,41485
6245,冯屯,齐齐哈尔,古莲,39662,39724
6250,冯屯,加格达奇,齐齐哈尔,40709,40747
6957,冯屯,齐齐哈尔,碧水,41636,41668
6958,冯屯,碧水,齐齐哈尔,41669,41708
K7042,冯屯,漠河,哈尔滨,39776,39790
4170/4172,佛岭,双鸭山,牡丹江,41230,41251
4171/4169,佛岭,牡丹江,双鸭山,40748,40779
4174,佛岭,佳木斯,牡丹江,41263,41284
K7225,佛岭,哈尔滨东,七台河,41743,41748
2123/2126,富海,齐齐哈尔,丹东,41365,41392
4016,富海,北安,齐齐哈尔,41434,41441
4083,富海,齐齐哈尔,黑河,41442,41460
4084,富海,黑河,齐齐哈尔,41461,41485
4135,富锦,佳木斯,前进镇,41559,41575
4136,富锦,前进镇,佳木斯,41576,41589
K7065,富锦,哈尔滨东,抚远,41862,41884
K7066,富锦,抚远,哈尔滨东,42148,42171
K7135,富锦,佳木斯,建三江,42369,42378
K7136,富锦,建三江,佳木斯,42379,42386
2626/2624,富拉尔基,满洲里,大连,39844,39880
2686/2687/2689,富拉尔基,丹东,满洲里,42387,42419
2690/2688/2685,富拉尔基,满洲里,丹东,41041,41076
6235,富拉尔基,齐齐哈尔,海拉尔,40376,40407
6236,富拉尔基,海拉尔,齐齐哈尔,40408,40437
6255,富拉尔基,齐齐哈尔,卧牛河,40438,40452
6256,富拉尔基,卧牛河,齐齐哈尔,40453,40467
6259,富拉尔基,齐齐哈尔,富拉尔基,40468,40470
6260,富拉尔基,富拉尔基,三间房,40471,40473
6261,富拉尔基,三间房,富拉尔基,40474,40476
6262,富拉尔基,富拉尔基,三间房,40477,40479
6263,富拉尔基,三间房,富拉尔基,40480,40482
6264,富拉尔基,富拉尔基,三间房,40483,40485
6265,富拉尔基,三间房,富拉尔基,40486,40488
6266,富拉尔基,富拉尔基,齐齐哈尔,40489,40492
K1302,富拉尔基,满洲里,北京,11886,11922
K7055,富拉尔基,齐齐哈尔,满洲里,40493,40503
K7056,富拉尔基,满洲里,齐齐哈尔,40504,40518
K7059/K7057,富拉尔基,哈尔滨东,满洲里,40076,40097
K7191,富拉尔基,哈尔滨东,海拉尔,40313,40330
K7192,富拉尔基,海拉尔,哈尔滨东,40519,40536
L1004/L1005,富拉尔基,海拉尔,包头,42420,42449
L1006/L1003,富拉尔基,包头,海拉尔,42450,42482
L7049,富拉尔基,齐齐哈尔,扎兰屯,40537,40544
L7050,富拉尔基,扎兰屯,齐齐哈尔,40545,40550
L7235,富拉尔基,齐齐哈尔,碾子山,40551,40558
L7236,富拉尔基,碾子山,齐齐哈尔,40559,40566
4135,福利屯,佳木斯,前进镇,41559,41575
4136,福利屯,前进镇,佳木斯,41576,41589
4137,福利屯,哈尔滨,双鸭山,42483,42491
4138,福利屯,双鸭山,哈尔滨,41614,41622
4170/4172,福利屯,双鸭山,牡丹江,41230,41251
4171/4169,福利屯,牡丹江,双鸭山,40748,40779
6257,福利屯,佳木斯,双鸭山,41590,41598
6258,福利屯,双鸭山,佳木斯,41599,41605
K7065,福利屯,哈尔滨东,抚远,41862,41884
K7066,福利屯,抚远,哈尔滨东,42148,42171
K7087,福利屯,佳木斯,双鸭山,41606,41613
K7088,福利屯,双鸭山,佳木斯,42364,42368
K7131,福利屯,哈尔滨东,双鸭山,42492,42501
K7132,福利屯,双鸭山,哈尔滨,42502,42512
K7135,福利屯,佳木斯,建三江,42369,42378
K7136,福利屯,建三江,佳木斯,42379,42386
2061,富裕,大连,加格达奇,42263,42301
2062,富裕,加格达奇,大连,42513,42538
2123/2126,富裕,齐齐哈尔,丹东,41365,41392
2124/2125,富裕,丹东,齐齐哈尔,41393,41426
2667,富裕,沈阳,漠河,39564,39612
2668,富裕,漠河,沈阳,39613,39661
4015,富裕,齐齐哈尔,北安,41427,41433
4016,富裕,北安,齐齐哈尔,41434,41441
4075,富裕,哈尔滨东,嫩江,39881,39911
4076,富裕,嫩江,哈尔滨东,39912,39939
4083,富裕,齐齐哈尔,黑河,41442,41460
4084,富裕,黑河,齐齐哈尔,41461,41485
6245,富裕,齐齐哈尔,古莲,39662,39724
6250,富裕,加格达奇,齐齐哈尔,40709,40747
6957,富裕,齐齐哈尔,碧水,41636,41668
6958,富裕,碧水,齐齐哈尔,41669,41708
K497,富裕,北京,加格达奇,12480,12509
K498,富裕,加格达奇,北京,12510,12540
K7041,富裕,哈尔滨东,漠河,39750,39775
K7042,富裕,漠河,哈尔滨,39776,39790
K7093/K7096/K7097,富裕,哈尔滨,海拉尔,40151,40187
K7098/K7095/K7094,富裕,海拉尔,哈尔滨,40188,40227
K7108,富裕,讷河,牡丹江,42539,42546
K7108/K7105,富裕,加格达奇,牡丹江,41932,41944
L7081/L7084,富裕,哈尔滨,齐齐哈尔,41527,41538
K7065,抚远,哈尔滨东,抚远,41862,41884
K7066,抚远,抚远,哈尔滨东,42148,42171
K7286,高家,齐齐哈尔,哈尔滨东,40349,40359
4075,高头,哈尔滨东,嫩江,39881,39911
4083,高头,齐齐哈尔,黑河,41442,41460
4084,高头,黑河,齐齐哈尔,41461,41485
6245,高头,齐齐哈尔,古莲,39662,39724
6250,高头,加格达奇,齐齐哈尔,40709,40747
6957,高头,齐齐哈尔,碧水,41636,41668
6958,高头,碧水,齐齐哈尔,41669,41708
L7081/L7084,高头,哈尔滨,齐齐哈尔,41527,41538
2668,光明,漠河,沈阳,39613,39661
4075,光明,哈尔滨东,嫩江,39881,39911
6245,光明,齐齐哈尔,古莲,39662,39724
6250,光明,加格达奇,齐齐哈尔,40709,40747
6958,光明,碧水,齐齐哈尔,41669,41708
4015,古城,齐齐哈尔,北安,41427,41433
4016,古城,北安,齐齐哈尔,41434,41441
4083,古城,齐齐哈尔,黑河,41442,41460
4084,古城,黑河,齐齐哈尔,41461,41485
4170/4172,古城镇,双鸭山,牡丹江,41230,41251
4171/4169,古城镇,牡丹江,双鸭山,40748,40779
4174,古城镇,佳木斯,牡丹江,41263,41284
K7025,古城镇,哈尔滨东,七台河,39425,39433
K7265,古城镇,牡丹江,佳木斯,41749,41760
6245,古莲,齐齐哈尔,古莲,39662,39724
6246,古莲,古莲,加格达奇,39725,39749
4075,哈川,哈尔滨东,嫩江,39881,39911
4084,哈川,黑河,齐齐哈尔,41461,41485
6245,哈川,齐齐哈尔,古莲,39662,39724
6250,哈川,加格达奇,齐齐哈尔,40709,40747
6957,哈川,齐齐哈尔,碧水,41636,41668
6958,哈川,碧水,齐齐哈尔,41669,41708
1416/1417,哈尔滨,菏泽,哈尔滨,37812,37843
1418/1415,哈尔滨,哈尔滨,济南,37458,37483
1470/1471,哈尔滨,杭州,哈尔滨,746,795
1472/1469,哈尔滨,哈尔滨,杭州,796,838
1489,哈尔滨,天津,佳木斯,38952,38976
1490,哈尔滨,佳木斯,天津,39084,39109
1521,哈尔滨,天津,哈尔滨,36990,37002
1522,哈尔滨,哈尔滨,天津,37003,37018
1524/1525,哈尔滨,石家庄,哈尔滨,36465,36485
1526/1523,哈尔滨,哈尔滨,石家庄,36486,36507
2036/2037,哈尔滨,哈尔滨,延吉,42547,42561
2038/2035,哈尔滨,图们,哈尔滨,42562,42575
2051,哈尔滨,大连,牡丹江,42576,42599
2052,哈尔滨,牡丹江,大连,39316,39341
2095,哈尔滨,盘锦,佳木斯,42600,42625
2096,哈尔滨,佳木斯,盘锦,41810,41840
2123/2126,哈尔滨,齐齐哈尔,丹东,41365,41392
2124/2125,哈尔滨,丹东,齐齐哈尔,41393,41426
2155/2158,哈尔滨,哈尔滨,乌兰浩特,39791,39807
2156/2157,哈尔滨,乌兰浩特,哈尔滨,41966,41973
2623/2625,哈尔滨,大连,满洲里,39808,39843
2626/2624,哈尔滨,满洲里,大连,39844,39880
2667,哈尔滨,沈阳,漠河,39564,39612
2668,哈尔滨,漠河,沈阳,39613,39661
2727,哈尔滨,大连,绥芬河,35925,35951
2728,哈尔滨,绥芬河,大连,35952,35977
4075,哈尔滨,哈尔滨东,嫩江,39881,39911
4076,哈尔滨,嫩江,哈尔滨东,39912,39939
4137,哈尔滨,哈尔滨,双鸭山,42483,42491
4138,哈尔滨,双鸭山,哈尔滨,41614,41622
6021,哈尔滨,吉林,哈尔滨,40567,40587
6022,哈尔滨,哈尔滨,吉林,40588,40609
6201,哈尔滨,双城堡,哈尔滨东,42626,42630
6202,哈尔滨,哈尔滨东,双城堡,42631,42635
6207,哈尔滨,双城堡,哈尔滨,42636,42639
6208,哈尔滨,哈尔滨,双城堡,42640,42643
6209,哈尔滨,哈尔滨,北安,40860,40882
6225,哈尔滨,哈尔滨东,帽儿山,39379,39391
6227,哈尔滨,哈尔滨,一面坡,39401,39412
6228,哈尔滨,一面坡,哈尔滨,39413,39424
6231,哈尔滨,五常,哈尔滨,40610,40618
6233,哈尔滨,五常,哈尔滨东,40628,40638
6234,哈尔滨,哈尔滨,五常,40639,40649
6601/6604,哈尔滨,哈尔滨,立志,39966,39989
K1062/K1063,哈尔滨,哈尔滨,重庆北,19993,20030
K1064/K1061,哈尔滨,重庆北,哈尔滨,20031,20073
K1082/K1083,哈尔滨,太原,哈尔滨,11702,11723
K1084/K1081,哈尔滨,哈尔滨,太原,11724,11748
K1122/K1123,哈尔滨,海口,哈尔滨,4862,4900
K1124/K1121,哈尔滨,哈尔滨,海口,4901,4952
K1227,哈尔滨,沈阳,佳木斯,41841,41861
K1228,哈尔滨,佳木斯,沈阳,42644,42659
K1382/K1383,哈尔滨,包头,哈尔滨,42660,42687
K1384/K1381,哈尔滨,哈尔滨,包头,42688,42714
K1392/K1393,哈尔滨,烟台,佳木斯,37253,37294
K1394/K1391,哈尔滨,佳木斯,烟台,37295,37337
K1450/K1451,哈尔滨,日照,牡丹江,37338,37370
K1452/K1449,哈尔滨,牡丹江,日照,37879,37912
K1546/K1547,哈尔滨,德州,哈尔滨,37913,37929
K1548/K1545,哈尔滨,哈尔滨,德州,37930,37951
K19,哈尔滨,北京,满洲里,11923,11935
K20,哈尔滨,满洲里,北京,11974,11986
K2265,哈尔滨,北京,佳木斯,12042,12060
K2266,哈尔滨,佳木斯,北京,12061,12084
K265,哈尔滨,北京,牡丹江,12107,12124
K266,哈尔滨,牡丹江,北京,12125,12149
K339,哈尔滨,北京,佳木斯,12255,12282
K340,哈尔滨,佳木斯,北京,12283,12310
K546/K547,哈尔滨,成都,齐齐哈尔,36740,36777
K548/K545,哈尔滨,齐齐哈尔,成都,36778,36814
K552/K553,哈尔滨,温州,哈尔滨,2126,2165
K554/K551,哈尔滨,哈尔滨,温州,2166,2210
K7001,哈尔滨,哈尔滨,牡丹江,42715,42716
K7002,哈尔滨,牡丹江,哈尔滨,42717,42718
K7005,哈尔滨,哈尔滨,佳木斯,42719,42723
K7006,哈尔滨,佳木斯,哈尔滨,42724,42728
K7007,哈尔滨,哈尔滨,佳木斯,41623,41629
K7015,哈尔滨,哈尔滨,齐齐哈尔,40015,40022
K7016,哈尔滨,齐齐哈尔,哈尔滨,40023,40035
K7017,哈尔滨,哈尔滨东,乌伊岭,42729,42744
K7018,哈尔滨,乌伊岭,哈尔滨东,42745,42761
K7019,哈尔滨,哈尔滨,鹤北,41221,41229
K702/K703,哈尔滨,青岛北,哈尔滨,37385,37412
K7020,哈尔滨,鹤北,哈尔滨东,41332,41345
K7023,哈尔滨,哈尔滨东,绥芬河,35978,35985
K7024,哈尔滨,绥芬河,哈尔滨东,35986,35994
K7031,哈尔滨,哈尔滨,绥化,42762,42764
K7032,哈尔滨,绥化,哈尔滨,41630,41635
K7035,哈尔滨,哈尔滨东,黑河,41496,41506
K7036,哈尔滨,黑河,哈尔滨东,41507,41518
K704/K701,哈尔滨,哈尔滨,青岛北,37659,37689
K7041,哈尔滨,哈尔滨东,漠河,39750,39775
K7042,哈尔滨,漠河,哈尔滨,39776,39790
K7053,哈尔滨,哈尔滨,牡丹江,39444,39452
K7054,哈尔滨,牡丹江,哈尔滨,42765,42771
K7058/K7060,哈尔滨,满洲里,哈尔滨东,40056,40075
K7059/K7057,哈尔滨,哈尔滨东,满洲里,40076,40097
K7062/K7063,哈尔滨,齐齐哈尔,佳木斯,40098,40122
K7064/K7061,哈尔滨,佳木斯,齐齐哈尔,40123,40150
K7075,哈尔滨,哈尔滨东,鸡西,42772,42776
K7076,哈尔滨,鸡西,哈尔滨,42777,42780
K7081,哈尔滨,哈尔滨,东方红,39453,39465
K7082,哈尔滨,东方红,哈尔滨,39466,39480
K7091,哈尔滨,哈尔滨东,满洲里,41900,41910
K7092,哈尔滨,满洲里,哈尔滨,41911,41917
K7093/K7096/K7097,哈尔滨,哈尔滨,海拉尔,40151,40187
K7098/K7095/K7094,哈尔滨,海拉尔,哈尔滨,40188,40227
K7106/K7107,哈尔滨,牡丹江,加格达奇,41918,41931
K7108,哈尔滨,讷河,牡丹江,42539,42546
K7108/K7105,哈尔滨,加格达奇,牡丹江,41932,41944
K7110/K7111,哈尔滨,北安,牡丹江,39481,39509
K7112/K7109,哈尔滨,牡丹江,北安,39510,39539
K7119/K7121,哈尔滨,哈尔滨,鹤北,41346,41355
K7122/K7120,哈尔滨,鹤北,哈尔滨,41356,41364
K7124/K7125,哈尔滨,齐齐哈尔,伊春,40228,40250
K7126/K7123,哈尔滨,伊春,齐齐哈尔,40251,40269
K7131,哈尔滨,哈尔滨东,双鸭山,42492,42501
K7132,哈尔滨,双鸭山,哈尔滨,42502,42512
K7154/K7155,哈尔滨,齐齐哈尔,密山,40270,40291
K7156/K7153,哈尔滨,密山,齐齐哈尔,41789,41804
K7173,哈尔滨,哈尔滨,鸡西,42781,42786
K7174,哈尔滨,鸡西,哈尔滨,39540,39546
K7175,哈尔滨,哈尔滨,扎兰屯,40292,40300
K7203,哈尔滨,哈尔滨东,佳木斯,42787,42791
K7204,哈尔滨,佳木斯,哈尔滨,41885,41891
K7210,哈尔滨,北安,哈尔滨,41519,41526
K7223,哈尔滨,哈尔滨,齐齐哈尔,40331,40336
K7224,哈尔滨,齐齐哈尔,哈尔滨,40337,40342
K7235,哈尔滨,哈尔滨,海伦,42792,42798
K7236,哈尔滨,海伦,哈尔滨,42799,42807
K7259,哈尔滨,哈尔滨,绥化,41021,41024
K7260,哈尔滨,绥化,哈尔滨,42808,42813
K926/K927,哈尔滨,郑州,哈尔滨,36835,36863
K928/K925,哈尔滨,哈尔滨,郑州,36864,36886
K929,哈尔滨,大连,佳木斯,42814,42840
K930,哈尔滨,佳木斯,大连,42841,42865
K974/K975,哈尔滨,武昌,哈尔滨,36887,36920
K976/K973,哈尔滨,哈尔滨,武昌,36921,36965
L181,哈尔滨,北京,哈尔滨,12918,12934
L182,哈尔滨,哈尔滨,北京,12935,12951
L443,哈尔滨,天津,牡丹江,39246,39267
L444,哈尔滨,牡丹江,天津,39268,39294
L576/L577,哈尔滨,济宁,哈尔滨,37781,37811
L578/L575,哈尔滨,哈尔滨,济南,38093,38116
L7081/L7084,哈尔滨,哈尔滨,齐齐哈尔,41527,41538
L813,哈尔滨,北京,佳木斯,13156,13180
T129,哈尔滨,大连,大庆西,42087,42094
T130,哈尔滨,大庆西,大连,42095,42102
T157/T156,哈尔滨,泰州,哈尔滨,13288,13300
T158/T155,哈尔滨,哈尔滨,泰州,13301,13312
T17,哈尔滨,北京,哈尔滨,13313,13315
T18,哈尔滨,哈尔滨,北京,13359,13361
T182/T183,哈尔滨,汉口,哈尔滨,38798,38818
T184/T181,哈尔滨,哈尔滨,汉口,37413,37434
T236/T237,哈尔滨,广州东,哈尔滨,30898,30916
T238/T235,哈尔滨,哈尔滨,广州东,30917,30933
T242/T243,哈尔滨,合肥,哈尔滨,3477,3492
T244/T241,哈尔滨,哈尔滨,合肥,3493,3509
T261,哈尔滨,大连,哈尔滨,42866,42868
T262,哈尔滨,哈尔滨,大连,42869,42871
T297,哈尔滨,北京,牡丹江,13411,13425
T298,哈尔滨,牡丹江,北京,13426,13438
T309,哈尔滨,沈阳,齐齐哈尔,40360,40375
T310,哈尔滨,齐齐哈尔,沈阳,42103,42116
T311,哈尔滨,沈阳北,齐齐哈尔,42117,42121
T312,哈尔滨,齐齐哈尔,沈阳北,42122,42131
T317,哈尔滨,北京,哈尔滨东,13446,13453
T318,哈尔滨,哈尔滨东,北京,13454,13461
T39,哈尔滨,北京,齐齐哈尔,13474,13483
T40,哈尔滨,齐齐哈尔,北京,13489,13500
T47,哈尔滨,北京,齐齐哈尔,13501,13506
T48,哈尔滨,齐齐哈尔,北京,13507,13511
T5001,哈尔滨,哈尔滨东,齐齐哈尔,42132,42135
T5002,哈尔滨,齐齐哈尔,哈尔滨,41945,41947
T5003,哈尔滨,哈尔滨,齐齐哈尔,41948,41950
T5004,哈尔滨,齐齐哈尔,哈尔滨,41951,41953
T5005,哈尔滨,哈尔滨,齐齐哈尔,42136,42138
T5006,哈尔滨,齐齐哈尔,哈尔滨,41954,41956
T5007,哈尔滨,哈尔滨,齐齐哈尔,41957,41959
T5008,哈尔滨,齐齐哈尔,哈尔滨,41960,41962
T5202,哈尔滨,齐齐哈尔,哈尔滨,42142,42144
T5203,哈尔滨,哈尔滨,齐齐哈尔,42145,42147
T72/T73,哈尔滨,上海,哈尔滨,3665,3689
T74/T71,哈尔滨,哈尔滨,上海,3690,3709
Z1,哈尔滨,北京,哈尔滨,13550,13552
Z111,哈尔滨,北京,哈尔滨,13556,13559
Z112,哈尔滨,哈尔滨,北京,13560,13563
Z115,哈尔滨,北京,哈尔滨,13564,13567
Z116,哈尔滨,哈尔滨,北京,13568,13571
Z15,哈尔滨,北京,哈尔滨,13572,13573
Z16,哈尔滨,哈尔滨,北京,13574,13575
Z2,哈尔滨,哈尔滨,北京,13590,13591
2631/2634,哈尔滨东,赤峰,哈尔滨东,42872,42891
2632/2633,哈尔滨东,哈尔滨东,赤峰,42892,42911
2704/2705,哈尔滨东,丹东,哈尔滨东,42912,42940
2706/2703,哈尔滨东,哈尔滨东,丹东,42941,42967
4031,哈尔滨东,哈尔滨东,黑河,40811,40833
4032,哈尔滨东,黑河,哈尔滨东,40834,40859
4041,哈尔滨东,哈尔滨东,虎林,39342,39357
4042,哈尔滨东,虎林,哈尔滨东,39358,39378
4075,哈尔滨东,哈尔滨东,嫩江,39881,39911
4076,哈尔滨东,嫩江,哈尔滨东,39912,39939
6201,哈尔滨东,双城堡,哈尔滨东,42626,42630
6202,哈尔滨东,哈尔滨东,双城堡,42631,42635
6210,哈尔滨东,北安,哈尔滨东,40883,40901
6213,哈尔滨东,哈尔滨东,大庆西,39940,39952
6225,哈尔滨东,哈尔滨东,帽儿山,39379,39391
6229,哈尔滨东,哈尔滨东,乌伊岭,40902,40941
6230,哈尔滨东,乌伊岭,哈尔滨东,40942,40979
6233,哈尔滨东,五常,哈尔滨东,40628,40638
6253,哈尔滨东,哈尔滨东,绥化,40980,40991
